Код погоды,Сумма всех осадков,Часы с осадками,Сумма дождевых осадков,Суммарное количество дождевых осадков,Средняя облачность,Максимальная облачность,Минимальная облачность,Средняя температура,Максимальная температура,Минимальная температура,Средняя ощущаемая температура,Минимальная ощущаемая температура,Максимальная ощущаемая температура,Направление ветра ,Максимальные порывы ветра,Максимальная скорость ветра,Средняя относительная влажность,Максимальная относительная влажность,Минимальная относительная влажность,Сумма коротковолнового излучения,Средняя точка росы,Максимальная точка росы,Минимальная точка росы,"Количество секунд, когда светило солнце",Давление на уровне земли
3,0.0,0.0,0.0,0.0,54.083332,100.0,0.0,13.207168,19.8405,4.0905,11.591317,1.5364418,19.73837,23.304924,4.5,2.4698179,64.17308,89.63715,39.849083,19.49,5.978,11.340501,2.5405,47787.17,978.0157
3,0.0,0.0,0.0,0.0,24.875,99.0,0.0,13.54675,20.8405,4.6905,11.572,2.3601184,19.27048,311.81433,7.8,3.9962482,61.409145,91.28196,34.301094,21.61,5.4842505,8.3905,3.3905,48498.06,981.35077
51,0.1,1.0,0.1,0.0,45.375,99.0,0.0,11.582168,17.790499,3.5904999,8.756719,0.5712428,14.644403,10.842615,9.4,4.3566046,65.64379,85.835236,45.279636,16.24,4.97175,7.3405,1.4405,48176.195,981.3096
3,0.0,0.0,0.0,0.0,32.541668,100.0,0.0,8.911333,13.290501,4.8405,5.92412,1.2237496,10.928382,125.059494,6.5,3.436568,55.863342,74.17494,40.201385,22.25,0.33425,4.5405,-1.3595,46203.168,986.9834
0,0.0,0.0,0.0,0.0,0.5833333,5.0,0.0,11.540501,19.5905,1.7405,9.398124,-1.4274259,18.792822,234.28944,5.3,2.385372,61.01175,84.39743,42.168915,22.81,3.7571666,7.5405,-0.60950005,49153.1,980.3614
1,0.0,0.0,0.0,0.0,24.041666,47.0,3.0,12.953,19.9405,3.6905,10.964356,0.9815836,18.270296,293.19858,6.3,2.376973,61.693066,88.37182,36.759068,20.8,4.919666,7.2905,1.8905,49369.19,972.78345
51,0.2,1.0,0.2,0.0,57.583332,100.0,0.0,10.648833,14.7405,6.7905,7.3660545,3.2804694,11.24049,65.22489,9.8,5.0249376,66.95849,92.84485,41.13898,14.12,4.25925,8.540501,-0.3095,29104.19,975.825
0,0.0,0.0,0.0,0.0,2.9583333,18.0,0.0,10.036334,16.1405,2.6405,7.576065,-0.41228127,14.533546,106.11345,6.2,2.8160255,55.88808,74.84603,39.402775,24.49,1.13425,3.6905,-1.5095,49796.984,975.1125
55,1.6,3.0,1.6,0.0,24.083334,70.0,0.0,10.830083,16.4905,2.5904999,7.4158463,-0.6072519,13.052994,323.2584,14.1,6.3245554,58.864635,86.69188,32.34546,22.15,2.342583,5.5405,-0.5595,50008.33,970.6214
0,0.0,0.0,0.0,0.0,0.8333333,8.0,0.0,11.425916,19.8905,1.0905,8.854663,-1.9219992,17.473368,246.63564,6.4,2.6907248,58.126373,89.48425,28.213284,24.67,2.00925,4.8405,-0.70949996,50217.746,973.29395
3,0.0,0.0,0.0,0.0,56.416668,100.0,0.0,13.994667,21.4905,3.6405,11.245355,0.8729286,17.869524,205.8829,9.3,4.5177426,55.109634,86.8124,30.656841,22.58,3.87175,6.1405,1.5404999,46731.152,973.6123
53,1.4000001,4.0,1.4000001,0.0,98.666664,100.0,89.0,15.457166,20.6405,10.9405,13.516396,8.465324,17.676563,196.7984,12.2,4.7675986,62.66484,93.56283,39.940582,11.85,7.9613338,12.1905,4.4905,21786.627,974.469
3,0.0,0.0,0.0,0.0,98.541664,100.0,95.0,15.255085,21.9405,8.2405,14.400658,6.7354517,21.684015,19.366596,5.7,2.9410884,74.006096,97.32075,48.833263,18.26,10.096751,11.4905,7.7905,38051.742,972.71466
3,0.0,0.0,0.0,0.0,61.416668,100.0,17.0,18.305086,24.8405,11.6905,16.752504,10.004355,23.370592,74.95238,9.6,3.6124785,56.404633,80.02941,34.419403,21.31,8.846751,10.6405,7.9905,46800.0,967.1941
51,0.3,2.0,0.3,0.0,98.791664,100.0,80.0,17.536333,21.290499,13.340501,15.824563,11.63279,19.975561,26.272285,8.3,4.016217,60.06068,79.78353,48.983784,11.34,9.517584,11.090501,7.8905,5633.2476,955.6555
53,1.8000002,7.0,1.8000002,0.0,98.458336,100.0,90.0,8.748832,13.7405,3.7905,5.297498,-1.7206588,11.880577,14.3090725,13.3,6.4132676,80.39244,90.682625,63.333977,5.05,5.502999,10.7405,-2.5095,3431.039,953.94086
51,0.90000004,3.0,0.90000004,0.0,45.25,94.0,0.0,6.1634164,10.2405,1.9405,1.6792244,-2.0373406,5.111394,338.4338,11.7,5.4332314,55.955486,77.32865,35.867535,21.38,-2.4178333,-0.40949997,-4.5595,50400.0,965.42554
3,0.0,0.0,0.0,0.0,35.041668,100.0,0.0,8.773833,16.540499,-0.3095,5.448631,-3.8403363,13.059494,231.5343,8.5,4.118252,53.871067,81.11348,32.256123,24.66,-0.99700016,2.0905,-3.3095,47276.56,973.31537
3,0.0,0.0,0.0,0.0,27.0,98.0,0.0,11.865501,18.6905,2.9905,8.562542,-0.15255308,14.952139,194.09232,10.3,4.8259716,54.662586,85.77096,30.952688,24.14,1.9071666,3.2905,0.8405,50400.0,973.66473
3,0.0,0.0,0.0,0.0,40.166668,100.0,0.0,14.015499,20.6405,5.2905,11.012527,2.4215784,17.320889,194.01807,16.1,6.6098413,58.4341,79.58263,36.430775,19.79,5.461333,10.6405,1.8405,48370.285,967.27423
3,0.0,0.0,0.0,0.0,59.5,100.0,0.0,14.815501,21.1905,6.5905,12.67598,4.3930817,18.891273,213.94856,8.2,3.7643058,60.439,90.4606,36.84853,22.29,6.423834,7.4405,5.1405,49478.105,969.69
51,0.2,1.0,0.2,0.0,44.166668,95.0,0.0,16.390501,24.7405,9.1905,14.234466,7.335559,23.898258,224.70618,15.1,7.420243,63.516994,89.320816,40.020176,20.73,9.02175,13.790501,4.7905,49870.83,965.7099
3,0.0,0.0,0.0,0.0,80.916664,100.0,0.0,12.211333,16.7405,6.2405,9.05524,3.3265023,13.943827,310.32657,8.3,4.365776,52.68593,78.85063,36.797775,22.94,2.3217497,4.1405,1.3405,50435.527,970.44904
51,0.1,1.0,0.1,0.0,58.083332,100.0,0.0,13.694668,19.040499,7.7405,11.228592,5.6326265,16.188,272.72125,11.6,5.200961,57.53256,77.0798,40.703945,22.4,5.094667,8.3905,2.4405,47771.34,970.344
3,0.0,0.0,0.0,0.0,57.041668,100.0,0.0,12.87175,16.790499,8.6905,9.719811,6.183961,12.241499,319.78705,11.9,5.770615,61.60732,90.64024,37.608128,19.34,4.838417,8.7405,1.9905,46516.02,969.6237
51,0.8,4.0,0.8,0.0,79.208336,100.0,29.0,13.369666,17.5905,8.4405,9.763785,5.674862,13.132519,281.1753,16.1,7.851752,62.385433,77.377045,48.485146,18.1,6.148833,9.6905,2.7905,39773.914,968.0318
3,0.0,0.0,0.0,0.0,61.458332,100.0,1.0,14.961334,21.290499,7.2905,12.798996,5.138936,19.548786,224.36267,11.0,5.0089917,65.05355,88.34392,47.637512,19.66,8.080084,11.9405,5.4905,50633.934,974.1558
51,0.5,2.0,0.5,0.0,77.375,100.0,33.0,18.680086,25.2405,9.590501,17.36374,8.167769,23.303648,229.27359,10.2,4.6872168,61.193436,92.539185,34.87075,23.36,9.853,12.290501,8.340501,49637.656,973.4604
3,0.0,0.0,0.0,0.0,64.375,98.0,9.0,19.863417,26.9905,12.1405,17.194181,10.149329,22.673714,184.6144,15.9,7.5239615,48.799328,77.06396,23.481995,24.39,7.40925,10.9905,4.3905,48505.3,971.3349
51,0.1,1.0,0.1,0.0,80.125,100.0,19.0,16.942583,20.1905,12.1905,16.167624,11.172677,19.106552,291.31445,9.9,3.1780496,67.51087,85.8459,53.220013,12.56,10.64675,11.590501,9.6905,19114.59,970.56476
3,0.0,0.0,0.0,0.0,88.333336,100.0,52.0,16.25925,21.3405,9.340501,14.874009,7.8383408,20.109148,20.8048,7.2,3.448188,66.69853,91.34237,44.59962,18.27,9.450918,10.9405,7.9405,36648.07,970.4196
53,2.1,7.0,2.1,0.0,98.625,100.0,78.0,18.550917,26.1405,13.340501,17.135645,11.737693,23.86586,79.71424,12.7,5.5946403,63.96841,86.21516,33.521385,21.01,11.023833,13.540501,8.840501,36873.65,965.124
55,3.2,9.0,3.2,0.0,50.041668,100.0,3.0,13.992584,17.6405,11.340501,11.693215,9.558416,15.936296,215.48004,12.6,5.59017,75.79227,92.16953,55.52695,17.44,9.592583,13.1905,7.0405,48933.39,961.8431
61,2.3,3.0,2.3,0.0,68.5,100.0,1.0,13.917584,21.0905,7.5905,11.276023,5.517337,16.712753,215.05013,18.2,8.542248,70.62233,92.77041,40.0691,20.03,8.150916,9.6905,6.4405,41768.902,968.2741
3,0.0,0.0,0.0,0.0,42.625,99.0,0.0,11.409251,15.1905,6.8905,8.091535,4.3432865,10.758368,268.39673,10.2,4.5177426,59.672215,89.608345,35.434444,20.08,2.9029999,7.0905,-0.20949998,47000.29,970.1705
3,0.0,0.0,0.0,0.0,73.75,100.0,0.0,13.082168,18.3405,6.5905,10.116863,3.894311,16.360947,206.7152,10.0,4.5,52.162857,83.0231,32.763855,19.07,2.7071667,7.5405,-0.009499997,41962.598,968.8172
51,1.7,5.0,1.7,0.0,80.375,100.0,0.0,13.62175,17.1405,9.840501,12.498141,8.970457,15.996561,58.404034,5.8,2.2561028,73.95517,97.35205,52.6772,11.61,8.700917,9.9905,7.3405,13013.721,961.6208
55,1.2,2.0,1.2,0.0,62.541668,99.0,0.0,16.092585,21.5905,8.4405,14.59409,7.0725775,19.677185,190.66452,9.5,4.925444,64.490265,93.44849,41.67542,22.74,8.72175,10.7405,7.2405,47156.0,960.5406
53,2.4,7.0,2.4,0.0,98.875,100.0,86.0,14.194668,16.9905,11.540501,13.094499,10.04617,15.528261,207.0429,8.4,2.8319604,74.59988,94.229454,47.46257,12.39,9.452999,11.9405,5.6905,10408.622,960.5253
51,0.6,3.0,0.6,0.0,71.0,100.0,30.0,12.357167,14.590501,8.840501,8.84608,6.261241,10.772667,246.18338,15.0,7.4946647,65.99765,79.04851,55.631844,17.14,6.1050835,7.7405,4.4405,47797.266,961.4229
61,4.5,5.0,4.5,0.0,68.208336,100.0,1.0,13.053,17.1405,8.9405,10.429919,6.2208233,13.827169,230.13393,10.5,5.0447993,71.89512,93.59947,45.90065,15.84,7.6759167,11.090501,5.3905,29939.5,966.1761
61,7.4,11.0,7.4,0.0,85.666664,100.0,12.0,11.473835,13.4905,9.840501,7.5387597,4.521719,10.623821,274.732,15.9,8.807384,78.72143,94.540085,66.58212,11.16,7.852999,11.290501,6.2405,16151.467,959.68414
3,0.0,0.0,0.0,0.0,39.25,91.0,14.0,12.940501,16.540499,9.7405,9.2571535,6.8344755,12.485403,317.83218,13.6,6.3890533,62.255573,87.65689,40.015045,24.21,5.3134165,7.7905,2.8404999,52635.734,967.22266
3,0.0,0.0,0.0,0.0,34.083332,98.0,0.0,13.480083,18.2405,7.0405,10.2124815,3.5726314,14.430714,337.37448,10.4,4.8093657,52.77273,72.99742,34.56516,21.47,3.3592498,6.2405,1.9905,52155.316,973.8234
3,0.0,0.0,0.0,0.0,51.541668,100.0,0.0,15.17175,20.9905,6.3905,13.177322,4.0381927,19.589325,296.16498,7.4,2.9732137,55.301373,84.72356,34.62806,27.39,5.2321663,8.1405,3.2405,55306.53,975.3736
53,0.5,1.0,0.5,0.0,24.666666,73.0,0.0,15.43425,20.1405,7.7405,13.379161,5.9059677,19.049194,22.088808,9.0,4.263801,59.02304,88.38333,37.847088,24.35,6.75925,9.290501,4.2905,54403.477,973.3142
2,0.0,0.0,0.0,0.0,27.375,79.0,0.0,14.998836,19.7405,8.290501,12.41529,6.5442915,16.700989,47.96305,9.1,4.0,54.48636,90.60828,31.017813,24.19,4.844667,7.8905,2.0905,55293.695,971.7129
3,0.0,0.0,0.0,0.0,41.833332,88.0,13.0,15.034251,19.5905,8.6405,13.205474,6.6586866,18.31284,34.80583,5.7,1.9209373,53.64328,79.85268,37.305252,23.5,5.0509167,7.8405,3.6405,51452.29,968.97394
61,2.6000001,4.0,2.6000001,0.0,69.541664,100.0,30.0,15.494667,20.290499,10.8905,14.309947,9.61184,19.292141,283.07913,8.8,3.4205263,65.1462,86.304214,44.91281,20.47,8.68425,11.6405,7.0905,45672.965,967.03986
61,3.2,3.0,3.2,0.0,89.0,100.0,48.0,17.198833,22.8905,12.040501,16.671286,11.739614,22.038952,61.5045,7.9,3.0610456,70.511894,93.915344,40.56639,18.98,11.130084,12.7405,8.7405,40595.316,964.67596
3,0.0,0.0,0.0,0.0,67.25,100.0,0.0,18.340498,23.040499,12.6405,18.157919,11.923996,22.684013,332.25098,6.0,2.607681,68.75093,93.32467,45.524666,22.06,11.9655,13.1905,10.6405,51422.78,964.83453
51,0.4,4.0,0.4,0.0,40.833332,100.0,0.0,17.928001,21.1905,13.840501,16.392889,12.270718,18.66644,279.9493,12.0,5.4708314,62.2724,86.69621,36.412983,23.72,10.027999,13.2405,5.6905,53431.508,966.16016
51,1.5000002,9.0,1.5000002,0.0,40.666668,74.0,1.0,15.467583,18.8405,10.290501,12.988217,8.35991,16.004519,256.1574,11.2,5.234501,60.58571,86.52521,43.59535,22.18,7.444666,9.1405,6.1905,53709.66,966.5218
51,0.4,2.0,0.4,0.0,48.125,100.0,12.0,15.05925,18.290499,11.540501,12.088223,8.992732,14.573153,283.66965,12.0,5.5758405,57.98174,77.80546,39.818943,20.27,6.4529996,8.0905,4.3905,46117.297,963.7858
3,0.0,0.0,0.0,0.0,44.833332,100.0,1.0,16.086332,20.540499,9.540501,13.670732,7.7510033,17.371452,270.64777,10.2,5.0039983,58.357864,86.2167,37.76721,22.09,7.2155,8.7405,5.6405,55618.055,963.7334
51,0.1,1.0,0.1,0.0,35.375,69.0,1.0,15.888415,20.4405,9.4905,13.919087,8.038595,18.005732,311.5568,8.5,4.0459857,63.39987,94.113396,41.419807,21.57,8.230084,10.090501,6.8905,54187.18,964.929
3,0.0,0.0,0.0,0.0,15.083333,84.0,0.0,16.961334,21.7405,11.1905,15.068633,9.599952,20.246407,353.4431,8.4,3.4014704,53.21809,87.78886,28.734259,28.85,6.1092505,9.6905,2.7405,55699.324,971.94336
51,0.1,1.0,0.1,0.0,29.125,62.0,5.0,17.505083,22.4905,10.540501,15.565873,9.222589,20.20622,294.01947,12.0,5.7384667,56.074203,80.58206,35.98503,24.99,7.9759164,11.290501,4.5905,55842.57,970.46954
3,0.0,0.0,0.0,0.0,40.041668,92.0,0.0,15.275917,17.790499,12.1905,12.667222,9.658487,14.650003,305.77332,13.3,6.296825,62.34256,91.15877,45.765926,24.53,7.6342506,11.7405,3.9905,54674.504,968.95013
3,0.0,0.0,0.0,0.0,45.625,99.0,0.0,16.042582,21.6405,8.340501,14.083804,6.896035,19.894096,301.8116,8.7,3.522783,58.67641,90.27674,38.056065,21.17,7.144667,9.590501,6.1405,53419.25,973.21576
51,0.5,2.0,0.5,0.0,54.708332,100.0,1.0,21.309248,28.790499,12.340501,20.968065,11.4748335,28.943356,229.29211,10.3,3.4655447,56.14535,83.59133,33.702145,25.06,11.380084,15.290501,9.590501,49056.184,968.7043
53,1.5,4.0,1.5,0.0,75.875,100.0,24.0,20.061333,24.3405,16.3405,19.565462,17.03825,22.584063,265.08197,14.5,5.93043,69.59345,93.51757,46.95084,19.83,13.786335,15.6405,11.3905,42799.305,961.7593
51,0.3,1.0,0.3,0.0,50.833332,100.0,16.0,20.915503,25.5905,15.1405,20.150072,15.130402,24.643904,252.24356,12.3,4.838388,61.08966,87.85091,42.139023,22.72,12.548835,13.9905,10.1905,53503.28,962.76
61,9.3,8.0,9.3,0.0,71.291664,100.0,16.0,17.8655,21.8905,14.090501,17.356466,13.329205,20.603952,223.17503,13.0,4.2544093,71.763596,90.181915,54.091724,17.18,12.498834,14.6405,10.1905,30251.049,959.5018
51,0.5,3.0,0.5,0.0,61.041668,98.0,24.0,16.880083,20.6905,13.040501,14.792241,11.592885,17.916096,299.43207,13.8,6.506919,70.20048,91.21486,48.821278,22.11,11.002999,12.540501,9.4905,53808.49,955.39014
3,0.0,0.0,0.0,0.0,34.291668,98.0,0.0,18.255087,23.0905,13.1905,16.099993,11.8917675,19.844824,321.25574,11.6,5.4589376,58.84573,90.326004,32.097992,23.73,8.988418,12.090501,5.2905,53391.082,964.1208
3,0.0,0.0,0.0,0.0,32.291668,82.0,0.0,18.461336,23.3405,11.2405,17.348726,10.2505245,22.64596,7.776325,6.4,3.733631,55.994373,88.08912,34.345623,20.88,8.536334,11.590501,6.7405,53014.395,968.5454
51,0.5,3.0,0.5,0.0,79.666664,100.0,41.0,16.957169,19.290499,14.2405,14.090276,12.231392,15.950998,66.82023,12.8,6.735726,60.464764,75.621346,51.03972,12.72,9.119666,10.3905,6.0405,22315.818,970.48535
3,0.0,0.0,0.0,0.0,58.0,100.0,0.0,15.436336,19.290499,11.6905,11.803631,8.387308,16.095991,32.38063,13.2,6.2482,48.90733,67.58323,32.980637,25.71,4.253,6.8405,2.1905,53748.27,970.7407
3,0.0,0.0,0.0,0.0,74.583336,100.0,0.0,16.019667,21.1405,10.590501,13.747613,8.501926,19.873,27.45511,6.3,2.5612497,45.943905,71.792206,29.111092,22.61,3.717583,6.1905,2.2405,49362.137,972.7449
53,1.3,5.0,1.3,0.0,34.125,77.0,3.0,18.20925,22.9905,13.590501,16.695158,11.075238,21.380722,323.1892,8.0,3.0083218,50.823322,79.50569,33.75685,21.11,7.373834,12.6905,4.0905,54178.207,972.0738
2,0.0,0.0,0.0,0.0,28.25,62.0,0.0,19.134253,25.4405,12.540501,18.058773,11.906654,24.107214,322.89163,8.6,3.49285,58.425358,92.400986,28.761745,24.59,9.496749,12.540501,5.9905,55109.63,970.79474
3,0.0,0.0,0.0,0.0,70.083336,100.0,45.0,18.744667,22.6405,14.2405,16.7213,12.931488,19.780632,290.05246,11.9,5.636488,58.88216,77.13578,38.63025,20.66,10.119668,12.4405,7.8405,52934.395,965.0
53,1.4000001,5.0,1.4000001,0.0,51.166668,87.0,9.0,15.67175,18.6905,13.290501,13.196565,10.703401,16.918385,321.16098,12.7,5.95399,62.234394,76.2129,48.040756,20.86,8.300917,10.1905,5.3905,52048.855,963.29
3,0.0,0.0,0.0,0.0,54.875,100.0,12.0,15.70925,19.6905,10.290501,12.945462,8.146559,16.712456,298.28275,10.4,5.249762,57.693798,81.37849,41.19166,14.71,6.903,8.4905,5.7905,29567.617,967.5454
51,0.1,1.0,0.1,0.0,29.125,81.0,1.0,16.844667,20.040499,13.540501,14.145423,10.8110695,17.716091,303.54312,12.1,5.390733,54.673523,73.87744,38.017662,24.95,7.294667,11.4405,4.9405,49761.883,968.57935
3,0.0,0.0,0.0,0.0,66.208336,100.0,2.0,14.600917,18.6905,9.4405,12.141445,7.1881666,16.13268,13.235531,7.9,3.88973,59.41924,84.97432,41.78125,14.68,6.3696666,7.6405,5.4405,27447.928,973.70825
51,0.3,1.0,0.3,0.0,45.291668,99.0,7.0,16.465502,20.6905,10.7405,14.680932,9.377698,18.384949,41.72944,7.3,3.6069376,58.794727,87.748116,37.032707,19.07,7.7384167,10.040501,5.4905,52202.92,975.6858
51,0.1,1.0,0.1,0.0,35.625,82.0,4.0,18.34675,22.9905,12.8905,16.383204,11.874426,20.578072,344.42255,11.6,5.700877,54.60626,83.11094,31.76266,24.31,8.261333,10.1905,5.0405,53609.695,975.1971
51,0.3,1.0,0.3,0.0,24.791666,100.0,0.0,17.188416,20.8405,12.590501,14.818118,9.646488,18.640257,353.59027,12.1,6.074537,54.042862,74.9933,30.906591,20.82,7.136333,11.7405,3.0405,43028.434,973.40094
51,0.3,1.0,0.3,0.0,34.958332,73.0,0.0,19.234251,25.8905,10.4905,17.864603,8.962331,24.506462,343.23328,11.5,4.8093657,56.447765,81.96256,34.819237,22.92,9.582168,15.290501,5.7405,47098.336,974.0446
3,0.0,0.0,0.0,0.0,27.5,83.0,1.0,22.992584,28.040499,16.6405,21.937422,16.019554,26.833197,317.07858,12.3,5.663921,54.8417,81.33646,36.23308,24.4,12.613419,15.4405,11.1905,53958.113,973.1215
55,2.3999999,4.0,2.3999999,0.0,66.458336,99.0,0.0,22.225914,26.540499,18.4405,21.467237,17.49703,25.731062,312.7343,14.4,6.0440054,62.24521,78.005775,46.78277,19.34,14.542583,16.4905,11.790501,44978.14,970.4761
51,0.4,3.0,0.4,0.0,47.166668,94.0,9.0,21.321749,25.7405,17.1405,18.949045,14.111589,22.878914,334.3978,16.7,7.66942,55.53195,84.81325,31.49162,22.71,11.138416,15.9405,5.7905,52433.03,966.36743
55,4.1,11.0,4.1,0.0,81.166664,100.0,10.0,16.796751,20.4905,13.8905,15.009304,11.565922,18.771908,347.44687,13.7,5.375872,71.74159,89.85572,56.709675,11.22,11.538419,13.590501,7.5405,19603.18,960.84076
61,5.2999997,15.0,5.2999997,0.0,86.916664,100.0,44.0,16.373833,19.4905,13.9405,14.782413,11.917061,17.756517,17.793358,14.8,6.3560996,82.42933,91.293175,71.44897,10.88,13.323833,14.7405,11.7405,24512.006,959.02936
53,1.5000001,6.0,1.5000001,0.0,67.791664,98.0,39.0,19.111334,23.0905,16.0905,17.27511,13.888807,21.168997,35.854492,17.4,7.1589108,72.728935,88.23265,54.574734,14.65,13.890502,14.4405,12.9905,41906.875,961.70306
2,0.0,0.0,0.0,0.0,23.458334,54.0,6.0,21.721748,26.2405,16.6405,20.683187,16.19466,24.751781,31.569506,12.1,5.7384667,61.744125,89.98904,38.32703,22.71,13.259251,15.540501,10.6405,50253.457,968.27057
3,0.0,0.0,0.0,0.0,60.666668,99.0,4.0,22.311333,26.9405,15.8905,21.983828,15.744705,26.164942,13.96781,9.6,4.2190046,59.79948,85.14217,43.651375,19.67,13.5946665,15.040501,12.7405,52316.742,971.8107
51,0.2,1.0,0.2,0.0,17.5,41.0,0.0,24.309248,29.7405,16.4405,24.733534,16.846058,30.203407,287.5618,8.1,3.383785,55.741978,86.27452,36.503395,23.44,14.225917,16.2405,13.290501,52533.82,974.0049
61,2.3,2.0,2.3,0.0,29.833334,79.0,1.0,24.288416,29.6405,18.3905,25.177923,19.383123,30.209026,304.172,12.3,5.5317264,63.892807,85.640976,42.596687,22.94,16.588415,17.790499,15.590501,51100.82,970.7575
1,0.0,0.0,0.0,0.0,10.541667,30.0,0.0,24.461334,28.540499,19.5905,24.262533,20.43924,27.76606,314.2724,11.6,5.1739736,56.94875,82.298225,38.61896,23.98,14.755084,17.0905,12.1405,51998.633,968.8503
3,0.0,0.0,0.0,0.0,39.208332,98.0,12.0,21.003,26.1405,16.2405,19.411972,14.983482,25.121729,16.399712,9.8,5.0931325,49.006287,68.750084,29.557917,20.71,9.2717495,13.540501,6.9405,51914.223,970.99994
3,0.0,0.0,0.0,0.0,89.541664,100.0,39.0,16.288416,17.8405,15.2405,13.695851,12.547312,14.881161,45.359726,9.7,4.816638,53.01585,58.652214,48.165894,5.63,6.665499,7.1905,5.2405,0.0,975.1225
3,0.0,0.0,0.0,0.0,62.0,100.0,0.0,15.898833,19.790499,13.1405,13.778542,11.037582,18.287235,49.43586,7.7,4.110961,52.53416,66.50721,36.38996,17.96,5.873833,7.0905,3.9905,30392.281,980.4859
1,0.0,0.0,0.0,0.0,4.9166665,42.0,0.0,19.175917,26.4905,9.7405,17.256517,7.7666836,24.483768,255.93814,9.3,4.3324356,47.855877,79.64485,27.40416,26.62,6.7884164,10.1905,5.4405,51815.0,980.0979
3,0.0,0.0,0.0,0.0,39.958332,100.0,0.0,21.530085,28.290499,13.1405,19.623117,11.616975,26.560045,259.40915,10.7,4.5,46.036774,75.46332,24.832575,25.94,7.88425,10.090501,6.2405,50400.0,977.4898
2,0.0,0.0,0.0,0.0,25.833334,78.0,0.0,23.469667,30.5905,13.7405,22.245642,12.808956,29.79586,284.7053,7.9,2.942788,43.06299,78.09601,23.6925,25.48,8.588417,11.1905,6.3905,51359.4,976.0117
3,0.0,0.0,0.0,0.0,75.375,100.0,18.0,24.4655,31.0905,16.0405,24.120743,16.391998,30.28881,249.94382,5.7,2.2847319,47.140915,84.568634,22.765842,22.86,10.915498,14.590501,6.8905,46800.0,975.8742
3,0.0,0.0,0.0,0.0,84.458336,99.0,32.0,25.865503,32.0405,18.790499,24.940462,18.629374,30.745811,229.00786,8.9,3.9698865,40.01027,65.51491,20.301764,17.78,9.786333,13.8905,6.3405,50256.434,972.2978
3,0.0,0.0,0.0,0.0,80.041664,100.0,37.0,26.425919,31.7405,20.3405,25.034477,19.619303,30.248928,177.83386,10.0,5.5785303,35.738995,57.80287,21.739931,20.15,9.1363325,12.6405,7.0905,48246.12,968.5061
61,1.8000001,2.0,1.8000001,0.0,39.541668,90.0,0.0,24.053,32.0905,15.9905,22.148981,13.184744,28.198677,199.26268,16.1,8.122192,46.46077,70.32199,23.841167,18.49,11.109252,14.090501,8.8905,50559.34,959.58844
3,0.0,0.0,0.0,0.0,40.083332,98.0,1.0,16.25925,19.6905,12.3905,12.494803,9.379053,15.1223545,255.98811,12.7,6.0835843,48.688854,66.34593,32.126637,19.27,4.9342494,8.6905,2.5405,50244.297,966.0518
61,2.5,2.0,2.5,0.0,71.291664,100.0,0.0,13.673835,17.0905,10.040501,11.48879,8.598094,14.738308,225.3558,10.9,4.110961,61.306828,81.34513,46.232765,17.91,6.148833,7.5905,4.2905,43404.082,967.045
51,0.3,1.0,0.3,0.0,86.083336,100.0,40.0,13.378001,16.7405,10.540501,11.909617,9.341534,15.674589,323.53067,5.9,3.001666,67.93673,82.24893,50.972122,15.42,7.3405,8.9405,5.8905,37794.156,964.4344
51,0.70000005,2.0,0.70000005,0.0,74.0,100.0,8.0,16.353,22.1905,11.590501,13.689823,9.026901,19.727827,324.6401,14.4,7.2180333,63.909122,83.53814,42.342903,19.05,9.040501,9.9905,8.340501,46618.29,964.91
3,0.0,0.0,0.0,0.0,62.958332,100.0,23.0,18.271751,23.0905,14.3905,15.279385,11.015669,20.208845,318.17822,14.0,6.935416,58.323902,71.439735,45.99495,16.28,9.759251,10.840501,8.3905,44897.598,965.6865
51,0.4,2.0,0.4,0.0,76.25,100.0,22.0,18.142584,20.1905,15.6405,16.489042,14.09231,18.266502,312.92636,10.1,4.8795495,61.47858,69.5782,52.701763,10.76,10.569666,11.6405,9.540501,28383.25,968.9243
51,0.5,4.0,0.5,0.0,59.0,100.0,34.0,18.455084,22.8405,14.7405,17.487583,14.033554,21.891659,344.50064,9.8,4.9162993,67.82631,83.87094,48.11141,15.58,12.167584,13.340501,11.290501,42339.023,971.84296
1,0.0,0.0,0.0,0.0,24.5,43.0,0.0,19.3155,24.3405,14.590501,17.702726,13.944405,21.465807,4.21042,10.3,4.5891175,60.518353,89.2514,32.85778,19.55,10.436334,13.290501,6.8405,48445.03,974.02936
3,0.0,0.0,0.0,0.0,63.791668,100.0,9.0,20.207167,25.9905,13.090501,19.419203,12.842283,24.392693,338.2213,6.7,2.7166157,58.620922,91.51968,32.819016,17.57,10.87175,13.290501,8.0905,45938.383,974.7601
3,0.0,0.0,0.0,0.0,16.791666,84.0,0.0,22.763414,28.9405,16.0905,22.32641,15.7651825,28.302078,317.5433,9.6,4.20119,56.230167,78.971954,34.76206,22.72,12.894668,15.340501,11.840501,49101.6,973.91254
55,1.7,2.0,1.7,0.0,37.583332,100.0,0.0,23.940498,31.040499,17.2405,24.213102,17.554739,30.848858,225.5456,10.3,4.9030604,56.363712,81.74099,34.10483,18.22,14.082165,14.9405,13.040501,32924.125,975.1711
3,0.0,0.0,0.0,0.0,78.708336,100.0,3.0,24.203001,30.6905,17.3905,23.282629,17.06102,28.294308,214.51306,12.9,4.924429,49.384735,77.21126,27.244862,13.93,11.788418,14.2405,9.540501,35533.734,970.96576
